0	32604
0	30492
0	30372
0	29894
0	29845
0	25974
0	21802
0	21549
0	17594
0	15636
0	9886
0	1398
1	30275
1	29027
1	27791
1	23373
1	21805
1	20858
1	20247
1	19536
1	18424
1	18212
1	17150
1	16433
1	14860
1	13505
1	12787
1	12166
1	11725
1	10952
1	6263
1	2738
1	1352
1	1214
1	44
2	32735
2	31435
2	31130
2	31042
2	29737
2	27923
2	26338
2	26189
2	26124
2	23257
2	23197
2	22593
2	20745
2	20420
2	19563
2	19280
2	18931
2	18120
2	16217
2	15482
2	14028
2	13282
2	10428
2	9456
2	9031
2	8203
2	8170
2	7766
2	6817
2	6479
2	4156
2	2616
2	2082
2	1838
2	956
2	433
3	31167
3	31130
3	30921
3	30604
3	29737
3	29030
3	21378
3	20678
3	16253
3	9724
3	9031
3	8174
3	6309
3	4140
3	3971
3	1865
4	32747
4	31798
4	31609
4	31391
4	30413
4	26027
4	25418
4	21101
4	19215
4	17513
4	17214
4	14983
4	14335
4	12058
4	11772
4	8180
4	7914
4	7388
4	5792
4	4924
4	4577
4	4280
4	2151
4	1584
4	1223
4	937
5	30655
5	30210
5	29737
5	29353
5	17495
5	14647
5	13749
5	12468
5	8678
5	4407
5	3054
6	32247
6	31637
6	31230
6	31226
6	29973
6	29917
6	29875
6	29777
6	29676
6	27680
6	25743
6	25017
6	24468
6	24270
6	24258
6	23734
6	23434
6	23324
6	21517
6	20942
6	20713
6	19959
6	19402
6	16736
6	14939
6	14797
6	14787
6	14647
6	13749
6	13304
6	10572
6	9506
6	9269
6	8962
6	8779
6	8511
6	6109
6	5731
6	3039
6	2812
6	2781
6	2745
6	2653
6	1645
6	1463
6	1249
6	1015
7	21802
7	18269
7	8349
7	5884
7	2478
8	31230
8	30843
8	30825
8	30765
8	30693
8	30275
8	30258
8	30009
8	28537
8	28498
8	27470
8	27248
8	26563
8	26372
8	26099
8	25640
8	25315
8	24893
8	24184
8	23969
8	23569
8	23391
8	23231
8	23167
8	22622
8	22093
8	21819
8	21535
8	21290
8	20878
8	20513
8	20284
8	19367
8	17491
8	17274
8	17250
8	16862
8	16700
8	16412
8	16403
8	16131
8	15527
8	14682
8	14131
8	13023
8	12729
8	12472
8	12058
8	11725
8	11578
8	10775
8	10726
8	10635
8	9724
8	9331
8	9269
8	9255
8	8996
8	8947
8	8769
8	8707
8	8604
8	5715
8	4798
8	4408
8	3287
8	2949
8	1578
8	932
8	783
9	32376
9	32214
9	32168
9	31865
9	31830
9	31405
9	31391
9	31254
9	31208
9	30681
9	30670
9	30498
9	30252
9	30221
9	29965
9	29891
9	29150
9	29096
9	29008
9	28712
9	28522
9	27743
9	27695
9	27610
9	27590
9	27532
9	27431
9	27232
9	27052
9	26756
9	26580
9	26351
9	26131
9	26124
9	26103
9	26027
9	25692
9	25346
9	25330
9	25292
9	24745
9	24726
9	24313
9	23596
9	23547
9	23419
9	23092
9	23051
9	23000
9	22982
9	22494
9	21887
9	21845
