1253	2335
1253	8915
1253	11459
23951	8302
23951	18364
23951	35319
23951	38985
23951	41538
2560	9446
2560	32845
2560	38806
13990	10635
13990	28956
13990	31656
17410	22182
17410	24277
17410	31176
17410	37460
7832	9236
7832	33503
7832	39908
13344	4760
13344	5960
13344	34151
13344	41641
25167	8176
25167	10439
25167	20346
25167	24119
25872	2732
25872	20969
25872	37379
16505	1602
16505	23398
16505	33086
16505	38057
15400	13008
15400	27604
15400	28535
15400	40583
5619	12645
5619	20185
5619	25288
5619	28894
2084	7409
2084	9021
2084	34178
2084	34532
10717	22084
10717	24070
10717	27255
8836	6859
8836	9337
8836	15372
8836	32513
8836	41587
6806	6054
6806	16256
6806	23062
17598	8605
17598	19430
17598	24480
16525	25761
16525	33690
16525	38148
15404	5352
15404	19620
15404	24119
15404	27057
21064	4094
21064	7227
21064	32579
21064	41409
21064	42295
12857	3441
12857	12543
12857	15156
12857	21630
15649	3548
15649	3886
15649	5482
15649	25767
20953	17660
20953	24930
20953	29835
10875	4112
10875	20499
10875	24483
10875	33700
16145	22379
16145	31448
16145	36711
16145	39644
16145	41048
4045	463
4045	4612
4045	19823
4045	27048
1639	11372
1639	16272
1639	26860
1639	27309
10334	3469
10334	8425
10334	40097
14092	1148
14092	4623
14092	13208
14092	20055
2463	3150
2463	18575
2463	24647
2463	29527
13825	1171
13825	27442
13825	40505
6546	7008
6546	14126
6546	29609
6546	38294
4164	976
4164	11680
4164	18764
4164	30476
4164	34807
21627	4418
21627	5779
21627	22616
1703	4829
1703	4946
1703	6964
1703	19081
1703	31231
25061	21630
25061	22488
25061	35868
25061	40693
271	10466
271	31750
271	33532
14236	12011
14236	41450
14236	41835
20969	5758
20969	13401
20969	33065
20969	38034
1387	19912
1387	26061
1387	41998
16886	4418
16886	26084
16886	37193
25787	11138
25787	18208
25787	21186
25787	30694
25787	31098
14466	16049
14466	23316
14466	30055
14466	39516
23294	805
23294	2405
23294	16119
23294	35491
23294	41047
25549	8105
25549	16518
25549	18208
25549	21581
17073	9193
17073	28432
17073	40938
17073	42525
13850	351
13850	7100
13850	28451
5587	839
5587	3880
5587	3884
5587	30933
5587	40648
9426	1351
9426	4638
9426	6731
9426	13968
9426	40756
18535	2417
18535	4339
18535	38195
11035	3437
11035	5946
11035	27048
12158	20026
12158	36752
12158	38859
3489	9400
3489	16508
3489	18881
1779	5920
1779	30851
1779	31898
2277	23675
2277	34485
2277	35906
20011	13460
20011	24415
20011	24956
20771	4159
20771	27541
20771	38998
22331	4050
22331	4485
22331	7637
22331	30164
5500	2016
5500	6897
5500	17191
5500	23830
5500	36287
6681	13217
6681	27594
6681	37549
15280	7623
15280	13829
15280	22728
15280	40423
20164	14198
20164	39551
20164	41501
12090	6798
12090	18222
12090	41411
12090	42368
15538	14833
15538	15980
15538	23008
252	1990
252	6342
252	7372
252	10202
252	10609
17501	8363
17501	19389
17501	29482
14852	10409
14852	10543
14852	23276
18155	7552
18155	9005
18155	9346
18155	14618
18155	36195
7199	11682
7199	23276
7199	31882
7199	37365
175	475
175	26262
